"State_Name","Assembly_No","Constituency_No","Year","month","Poll_No","DelimID","Position","Candidate","Sex","Party","Votes","Candidate_Type","Valid_Votes","Electors","Constituency_Name","Constituency_Type","Sub_Region","N_Cand","Turnout_Percentage","Vote_Share_Percentage","Deposit_Lost","Margin","Margin_Percentage","ENOP","pid","Party_type_TCPD","Party_ID","Max_Poll_No","last_poll","Contested","Last_Party","Last_Party_ID","Last_Constituency_Name","Same_Constituency","Same_Party","No_Terms","Turncoat","Incumbent","Recontest"
"Andaman_&_Nicobar_Islands",16,1,2014,4,0,4,1,"BISHNU PADA RAY","M","BJP",90969,"GEN",190328,269360,"ANDAMAN & NICOBAR ISLANDS","GEN","",15,70.66,47.8,"no",7812,4.1,2.38,"GEAN42196","National Party",1605,0,TRUE,7,"BJP",1605,,,TRUE,3,FALSE,TRUE,TRUE
"Andaman_&_Nicobar_Islands",16,1,2014,4,0,4,2,"KULDEEP RAI SHARMA","M","INC",83157,"GEN",190328,269360,"ANDAMAN & NICOBAR ISLANDS","GEN","",15,70.66,43.69,"no",79420,41.73,2.38,"GEAN64836","National Party",3482,0,TRUE,3,"INC",3482,,,TRUE,0,FALSE,FALSE,TRUE
"Andaman_&_Nicobar_Islands",16,1,2014,4,0,4,3,"SANJAY MESHACK","M","AAAP",3737,"GEN",190328,269360,"ANDAMAN & NICOBAR ISLANDS","GEN","",15,70.66,1.96,"yes",1454,0.76,2.38,"GEAN14920","State-based Party",13,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andaman_&_Nicobar_Islands",16,1,2014,4,0,4,4,"ANITA MONDAL","F","AITC",2283,"GEN",190328,269360,"ANDAMAN & NICOBAR ISLANDS","GEN","",15,70.66,1.2,"yes",506,0.27,2.38,"GEAN14914","State-based Party",18228,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andaman_&_Nicobar_Islands",16,1,2014,4,0,4,5,"K.G.DAS","M","CPM",1777,"GEN",190328,269360,"ANDAMAN & NICOBAR ISLANDS","GEN","",15,70.66,0.93,"yes",190,0.1,2.38,"GEAN14910","State-based Party",14635,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andaman_&_Nicobar_Islands",16,1,2014,4,0,4,6,"PRAKASH MINJ","M","IND",1587,"ST",190328,269360,"ANDAMAN & NICOBAR ISLANDS","GEN","",15,70.66,0.83,"yes",23,0.01,2.38,"GEAN14918","Independents",10809,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andaman_&_Nicobar_Islands",16,1,2014,4,0,4,7,"None of the Above","NOTA","NOTA",1564,"NULL",190328,269360,"ANDAMAN & NICOBAR ISLANDS","GEN","",15,70.66,0.82,"yes",413,0.22,2.38,"","NOTA",5897,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andaman_&_Nicobar_Islands",16,1,2014,4,0,4,8,"R.S.UMA BHARATTHY","F","NCP",1151,"GEN",190328,269360,"ANDAMAN & NICOBAR ISLANDS","GEN","",15,70.66,0.6,"yes",12,0.01,2.38,"GEAN73948","State-based Party",5792,0,TRUE,2,"NCP",5792,,,TRUE,0,FALSE,FALSE,FALSE
"Andaman_&_Nicobar_Islands",16,1,2014,4,0,4,9,"GOUR CHANDRA MAJUMDER","M","BSP",1139,"GEN",190328,269360,"ANDAMAN & NICOBAR ISLANDS","GEN","",15,70.66,0.6,"yes",292,0.15,2.38,"GEAN73949","State-based Party",16651,0,TRUE,2,"IND",10809,,,FALSE,0,FALSE,FALSE,FALSE
"Andaman_&_Nicobar_Islands",16,1,2014,4,0,4,10,"SARAVANAN","M","IND",847,"GEN",190328,269360,"ANDAMAN & NICOBAR ISLANDS","GEN","",15,70.66,0.45,"yes",411,0.22,2.38,"GEAN14916","Independents",10809,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andaman_&_Nicobar_Islands",16,1,2014,4,0,4,11,"N K P NAIR","M","CPI(ML)(L)",436,"GEN",190328,269360,"ANDAMAN & NICOBAR ISLANDS","GEN","",15,70.66,0.23,"yes",7,0,2.38,"GEAN14911","Local Party",9890,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andaman_&_Nicobar_Islands",16,1,2014,4,0,4,12,"V V KHALID","M","IND",429,"GEN",190328,269360,"ANDAMAN & NICOBAR ISLANDS","GEN","",15,70.66,0.23,"yes",50,0.03,2.38,"GEAN14915","Independents",10809,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andaman_&_Nicobar_Islands",16,1,2014,4,0,4,13,"RAGHUBIR SINGH","M","SP",379,"GEN",190328,269360,"ANDAMAN & NICOBAR ISLANDS","GEN","",15,70.66,0.2,"yes",45,0.02,2.38,"GEAN14922","State-based Party",7425,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andaman_&_Nicobar_Islands",16,1,2014,4,0,4,14,"C G SAJI KUMAR","M","IND",334,"GEN",190328,269360,"ANDAMAN & NICOBAR ISLANDS","GEN","",15,70.66,0.18,"yes",20,0.01,2.38,"GEAN14908","Independents",10809,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andaman_&_Nicobar_Islands",16,1,2014,4,0,4,15,"N KANNAN","M","IND",314,"GEN",190328,269360,"ANDAMAN & NICOBAR ISLANDS","GEN","",15,70.66,0.16,"yes",89,0.05,2.38,"GEAN14909","Independents",10809,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andaman_&_Nicobar_Islands",16,1,2014,4,0,4,16,"A PANDIAN","M","AIFB",225,"GEN",190328,269360,"ANDAMAN & NICOBAR ISLANDS","GEN","",15,70.66,0.12,"yes",0,0,2.38,"GEAN14912","State-based Party",3040,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,1,2014,4,0,4,1,"KOTHAPALLI GEETHA","F","YSRCP",413191,"ST",909614,1272340,"ARUKU","ST","SEEMANDHRA",11,71.49,45.42,"no",91398,10.05,2.94,"GEAP15028","State-based Party",8615,0,TRUE,1,"",,,,,1,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,1,2014,4,0,4,2,"GUMMIDI SANDHYARANI","F","TDP",321793,"ST",909614,1272340,"ARUKU","ST","SEEMANDHRA",11,71.49,35.38,"no",268909,29.56,2.94,"GEAP15038","State-based Party",8300,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,1,2014,4,0,4,3,"KISHORE CHANDRA DEO","M","INC",52884,"ST",909614,1272340,"ARUKU","ST","SEEMANDHRA",11,71.49,5.81,"yes",13986,1.54,2.94,"GEAP23685","National Party",3482,0,TRUE,9,"INC",3482,,,TRUE,5,FALSE,TRUE,TRUE
"Andhra_Pradesh",16,1,2014,4,0,4,4,"MIDIYAM BABURAO","M","CPM",38898,"ST",909614,1272340,"ARUKU","ST","SEEMANDHRA",11,71.49,4.28,"yes",15683,1.72,2.94,"GEAP80013","State-based Party",14635,0,TRUE,3,"CPM",14635,,,TRUE,1,FALSE,FALSE,TRUE
"Andhra_Pradesh",16,1,2014,4,0,4,5,"KANGALA BALUDORA","M","IND",23215,"ST",909614,1272340,"ARUKU","ST","SEEMANDHRA",11,71.49,2.55,"yes",6683,0.73,2.94,"GEAP15039","Independents",10809,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,1,2014,4,0,4,6,"None of the Above","NOTA","NOTA",16532,"NULL",909614,1272340,"ARUKU","ST","SEEMANDHRA",11,71.49,1.82,"yes",7581,0.83,2.94,"","NOTA",5897,0,TRUE,2,"NOTA",5897,,,TRUE,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,1,2014,4,0,4,7,"CHETTI SANKARARAO","M","IND",8951,"ST",909614,1272340,"ARUKU","ST","SEEMANDHRA",11,71.49,0.98,"yes",382,0.04,2.94,"GEAP15037","Independents",10809,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,1,2014,4,0,4,8,"BURJABARIKI DHANARAJU","M","AAAP",8569,"ST",909614,1272340,"ARUKU","ST","SEEMANDHRA",11,71.49,0.94,"yes",881,0.1,2.94,"GEAP15032","State-based Party",13,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,1,2014,4,0,4,9,"SALLANGI RATNAM","F","IND",7688,"ST",909614,1272340,"ARUKU","ST","SEEMANDHRA",11,71.49,0.85,"yes",101,0.01,2.94,"GEAP15034","Independents",10809,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,1,2014,4,0,4,10,"BIDDIKA RAMAIAH","M","IND",7587,"ST",909614,1272340,"ARUKU","ST","SEEMANDHRA",11,71.49,0.83,"yes",1895,0.21,2.94,"GEAP15031","Independents",10809,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,1,2014,4,0,4,11,"IILLA RAMI REDDY","M","IND",5692,"ST",909614,1272340,"ARUKU","ST","SEEMANDHRA",11,71.49,0.63,"yes",1078,0.12,2.94,"GEAP80014","Independents",10809,0,TRUE,2,"IND",10809,,,TRUE,0,FALSE,FALSE,TRUE
"Andhra_Pradesh",16,1,2014,4,0,4,12,"VANUGU SANKARARAO","M","IND",4614,"ST",909614,1272340,"ARUKU","ST","SEEMANDHRA",11,71.49,0.51,"yes",0,0,2.94,"GEAP15033","Independents",10809,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,2,2014,4,0,4,1,"RAMMOHAN NAIDU KINJARAPU","M","TDP",556545,"GEN",1052115,1413726,"SRIKAKULAM","GEN","SEEMANDHRA",10,74.42,52.9,"no",127692,12.14,2.22,"GEAP819","State-based Party",8300,0,TRUE,1,"",,,,,1,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,2,2014,4,0,4,2,"REDDY SHANTHI","F","YSRCP",428853,"GEN",1052115,1413726,"SRIKAKULAM","GEN","SEEMANDHRA",10,74.42,40.76,"no",404682,38.46,2.22,"GEAP824","State-based Party",8615,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,2,2014,4,0,4,3,"KILLI KRUPARANI","F","INC",24171,"GEN",1052115,1413726,"SRIKAKULAM","GEN","SEEMANDHRA",10,74.42,2.3,"yes",12748,1.21,2.22,"GEAP73983","National Party",3482,0,TRUE,3,"INC",3482,,,TRUE,1,FALSE,TRUE,TRUE
"Andhra_Pradesh",16,2,2014,4,0,4,4,"PAIDI RAJA RAO","M","JaSPa",11423,"GEN",1052115,1413726,"SRIKAKULAM","GEN","SEEMANDHRA",10,74.42,1.09,"yes",3374,0.32,2.22,"GEAP821","Local Party",16138,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,2,2014,4,0,4,5,"BODDEPALLI RAJARAO","M","BSP",8049,"GEN",1052115,1413726,"SRIKAKULAM","GEN","SEEMANDHRA",10,74.42,0.77,"yes",1911,0.18,2.22,"GEAP818","State-based Party",16651,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,2,2014,4,0,4,6,"None of the Above","NOTA","NOTA",6138,"NULL",1052115,1413726,"SRIKAKULAM","GEN","SEEMANDHRA",10,74.42,0.58,"yes",1006,0.1,2.22,"","NOTA",5897,0,TRUE,3,"NOTA",5897,,,TRUE,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,2,2014,4,0,4,7,"VASUDEVA RAO BODDU","M","CPI(ML)(L)",5132,"GEN",1052115,1413726,"SRIKAKULAM","GEN","SEEMANDHRA",10,74.42,0.49,"yes",106,0.01,2.22,"GEAP828","Local Party",9890,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,2,2014,4,0,4,8,"KADIYAM JAYALAKSHMI","F","PPOI",5026,"GEN",1052115,1413726,"SRIKAKULAM","GEN","SEEMANDHRA",10,74.42,0.48,"yes",2467,0.23,2.22,"GEAP820","Local Party",6298,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,2,2014,4,0,4,9,"JAIDEV INJARAPU","M","AAAP",2559,"GEN",1052115,1413726,"SRIKAKULAM","GEN","SEEMANDHRA",10,74.42,0.24,"yes",415,0.04,2.22,"GEAP829","State-based Party",13,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,2,2014,4,0,4,10,"TOTA TEJESWARA RAO","M","IND",2144,"GEN",1052115,1413726,"SRIKAKULAM","GEN","SEEMANDHRA",10,74.42,0.2,"yes",69,0.01,2.22,"GEAP833","Independents",10809,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,2,2014,4,0,4,11,"KINJARAPU TEJESWARA RAO","M","IND",2075,"GEN",1052115,1413726,"SRIKAKULAM","GEN","SEEMANDHRA",10,74.42,0.2,"yes",0,0,2.22,"GEAP823","Independents",10809,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,3,2014,4,0,4,1,"ASHOK GAJAPATHI RAJU PUSAPATI","M","TDP",536549,"GEN",1120316,1403736,"VIZIANAGARAM","GEN","SEEMANDHRA",9,79.81,47.89,"no",106911,9.54,2.56,"GEAP241","State-based Party",8300,0,TRUE,1,"",,,,,1,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,3,2014,4,0,4,2,"VENKATA SWETHA CHALAPATHI KUMARA KRISHNA RANGARAO RAVU","M","YSRCP",429638,"GEN",1120316,1403736,"VIZIANAGARAM","GEN","SEEMANDHRA",9,79.81,38.35,"no",307151,27.42,2.56,"GEAP244","State-based Party",8615,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,3,2014,4,0,4,3,"JHANSI LAKSHMI BOTCHA","F","INC",122487,"GEN",1120316,1403736,"VIZIANAGARAM","GEN","SEEMANDHRA",9,79.81,10.93,"yes",115959,10.35,2.56,"GEAP76651","National Party",3482,0,TRUE,4,"INC",3482,,,TRUE,2,FALSE,TRUE,TRUE
"Andhra_Pradesh",16,3,2014,4,0,4,4,"None of the Above","NOTA","NOTA",6528,"NULL",1120316,1403736,"VIZIANAGARAM","GEN","SEEMANDHRA",9,79.81,0.58,"yes",127,0.01,2.56,"","NOTA",5897,0,TRUE,4,"NOTA",5897,,,TRUE,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,3,2014,4,0,4,5,"PRASADA RAO NANDA","M","PPOI",6401,"GEN",1120316,1403736,"VIZIANAGARAM","GEN","SEEMANDHRA",9,79.81,0.57,"yes",1276,0.11,2.56,"GEAP834","Local Party",6298,0,TRUE,2,"PPOI",6298,,,TRUE,0,FALSE,FALSE,TRUE
"Andhra_Pradesh",16,3,2014,4,0,4,6,"YELLA RAO SIYYADULA","M","IND",5125,"SC",1120316,1403736,"VIZIANAGARAM","GEN","SEEMANDHRA",9,79.81,0.46,"yes",1033,0.09,2.56,"GEAP59677","Independents",10809,0,TRUE,2,"IND",10809,,,TRUE,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,3,2014,4,0,4,7,"BONU KRISHNA","M","BSP",4092,"SC",1120316,1403736,"VIZIANAGARAM","GEN","SEEMANDHRA",9,79.81,0.37,"yes",489,0.04,2.56,"GEAP251","State-based Party",16651,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,3,2014,4,0,4,8,"HARIKISHAN KUPPILI","M","IND",3603,"GEN",1120316,1403736,"VIZIANAGARAM","GEN","SEEMANDHRA",9,79.81,0.32,"yes",215,0.02,2.56,"GEAP247","Independents",10809,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,3,2014,4,0,4,9,"TADIVAKA RAMESH NAIDU","M","JaSPa",3388,"GEN",1120316,1403736,"VIZIANAGARAM","GEN","SEEMANDHRA",9,79.81,0.3,"yes",883,0.08,2.56,"GEAP246","Local Party",16138,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,3,2014,4,0,4,10,"NARU SIMHADRI NAIDU","M","AAAP",2505,"GEN",1120316,1403736,"VIZIANAGARAM","GEN","SEEMANDHRA",9,79.81,0.22,"yes",0,0,2.56,"GEAP238","State-based Party",13,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,4,2014,4,0,4,1,"KAMBHAMPATI HARI BABU","M","BJP",566832,"GEN",1163558,1723011,"VISAKHAPATNAM","GEN","SEEMANDHRA",22,67.53,48.72,"no",90488,7.78,2.44,"GEAP271","National Party",1605,0,TRUE,1,"",,,,,1,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,4,2014,4,0,4,2,"Y.S VIJAYAMMA","F","YSRCP",476344,"GEN",1163558,1723011,"VISAKHAPATNAM","GEN","SEEMANDHRA",22,67.53,40.94,"no",425712,36.59,2.44,"GEAP292","State-based Party",8615,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,4,2014,4,0,4,3,"BOLISETTI SATYANARAYANA (SATYA)","M","INC",50632,"GEN",1163558,1723011,"VISAKHAPATNAM","GEN","SEEMANDHRA",22,67.53,4.35,"yes",35685,3.07,2.44,"GEAP264","National Party",3482,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,4,2014,4,0,4,4,"IMANDI VENKATA KURMARAO","M","BSP",14947,"GEN",1163558,1723011,"VISAKHAPATNAM","GEN","SEEMANDHRA",22,67.53,1.28,"yes",7618,0.65,2.44,"GEAP278","State-based Party",16651,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,4,2014,4,0,4,5,"None of the Above","NOTA","NOTA",7329,"NULL",1163558,1723011,"VISAKHAPATNAM","GEN","SEEMANDHRA",22,67.53,0.63,"yes",685,0.06,2.44,"","NOTA",5897,0,TRUE,5,"NOTA",5897,,,TRUE,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,4,2014,4,0,4,6,"SABBAM HARI","M","JaSPa",6644,"GEN",1163558,1723011,"VISAKHAPATNAM","GEN","SEEMANDHRA",22,67.53,0.57,"yes",469,0.04,2.44,"GEAP301","Local Party",16138,0,TRUE,2,"INC",3482,,,FALSE,1,TRUE,TRUE,TRUE
"Andhra_Pradesh",16,4,2014,4,0,4,7,"KUNA RAMAM","M","AAAP",6175,"GEN",1163558,1723011,"VISAKHAPATNAM","GEN","SEEMANDHRA",22,67.53,0.53,"yes",757,0.07,2.44,"GEAP273","State-based Party",13,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,4,2014,4,0,4,8,"TANUKU DIVAKAR","M","IND",5418,"GEN",1163558,1723011,"VISAKHAPATNAM","GEN","SEEMANDHRA",22,67.53,0.47,"yes",1095,0.09,2.44,"GEAP265","Independents",10809,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,4,2014,4,0,4,9,"JT RAMARAO","M","sps",4323,"GEN",1163558,1723011,"VISAKHAPATNAM","GEN","SEEMANDHRA",22,67.53,0.37,"yes",1606,0.14,2.44,"GEAP268","Local Party",7309,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,4,2014,4,0,4,10,"DADI JYOTHI BHAVANI","F","PPOI",2717,"GEN",1163558,1723011,"VISAKHAPATNAM","GEN","SEEMANDHRA",22,67.53,0.23,"yes",106,0.01,2.44,"GEAP277","Local Party",6298,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,4,2014,4,0,4,11,"DURGAPRASAD GUNTU","M","IND",2611,"GEN",1163558,1723011,"VISAKHAPATNAM","GEN","SEEMANDHRA",22,67.53,0.22,"yes",234,0.02,2.44,"GEAP266","Independents",10809,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,4,2014,4,0,4,12,"NAGENDRA SAIRAM","M","IND",2377,"GEN",1163558,1723011,"VISAKHAPATNAM","GEN","SEEMANDHRA",22,67.53,0.2,"yes",450,0.04,2.44,"GEAP258","Independents",10809,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,4,2014,4,0,4,13,"KURADA SATYANARAYANA PATNAIK","M","IND",1927,"GEN",1163558,1723011,"VISAKHAPATNAM","GEN","SEEMANDHRA",22,67.53,0.17,"yes",17,0,2.44,"GEAP263","Independents",10809,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,4,2014,4,0,4,14,"DR|| BHAVANI SANKAR SASTRY.A","M","ICSP",1910,"GEN",1163558,1723011,"VISAKHAPATNAM","GEN","SEEMANDHRA",22,67.53,0.16,"yes",21,0,2.44,"GEAP261","Local Party",3342,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,4,2014,4,0,4,15,"KUTIKUPPALA SURYA RAO","M","IND",1889,"GEN",1163558,1723011,"VISAKHAPATNAM","GEN","SEEMANDHRA",22,67.53,0.16,"yes",130,0.01,2.44,"GEAP284","Independents",10809,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,4,2014,4,0,4,16,"SEEMAKURTHI SRINUVASU (BHAGHAVAN SRINU)","M","IND",1759,"GEN",1163558,1723011,"VISAKHAPATNAM","GEN","SEEMANDHRA",22,67.53,0.15,"yes",8,0,2.44,"GEAP286","Independents",10809,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,4,2014,4,0,4,17,"UMAMAHESWARARAO ARETI","M","IND",1751,"SC",1163558,1723011,"VISAKHAPATNAM","GEN","SEEMANDHRA",22,67.53,0.15,"yes",157,0.01,2.44,"GEAP270","Independents",10809,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,4,2014,4,0,4,18,"CHALAPATHIRAO RONANKI","M","IND",1594,"GEN",1163558,1723011,"VISAKHAPATNAM","GEN","SEEMANDHRA",22,67.53,0.14,"yes",54,0,2.44,"GEAP272","Independents",10809,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,4,2014,4,0,4,19,"J. PADMAJA","F","IND",1540,"GEN",1163558,1723011,"VISAKHAPATNAM","GEN","SEEMANDHRA",22,67.53,0.13,"yes",161,0.01,2.44,"GEAP280","Independents",10809,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,4,2014,4,0,4,20,"SREENADH REDDY","M","IND",1379,"GEN",1163558,1723011,"VISAKHAPATNAM","GEN","SEEMANDHRA",22,67.53,0.12,"yes",31,0,2.44,"GEAP289","Independents",10809,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,4,2014,4,0,4,21,"CHANDRASEKHAR BUDDA","M","IND",1348,"GEN",1163558,1723011,"VISAKHAPATNAM","GEN","SEEMANDHRA",22,67.53,0.12,"yes",230,0.02,2.44,"GEAP290","Independents",10809,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,4,2014,4,0,4,22,"GEDELA KRISHNARAO","M","IND",1118,"ST",1163558,1723011,"VISAKHAPATNAM","GEN","SEEMANDHRA",22,67.53,0.1,"yes",124,0.01,2.44,"GEAP279","Independents",10809,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,4,2014,4,0,4,23,"BRAHMA SWAROOP KASIBHATTA","M","IND",994,"GEN",1163558,1723011,"VISAKHAPATNAM","GEN","SEEMANDHRA",22,67.53,0.09,"yes",0,0,2.44,"GEAP260","Independents",10809,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,5,2014,4,0,4,1,"MUTTAMSETTI SRINIVASA RAO (AVANTHI)","M","TDP",568463,"GEN",1148072,1401474,"ANAKAPALLI","GEN","SEEMANDHRA",8,81.92,49.51,"no",47932,4.17,2.17,"GEAP308","State-based Party",8300,0,TRUE,1,"",,,,,1,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,5,2014,4,0,4,2,"GUDIVADA AMARNADH","M","YSRCP",520531,"GEN",1148072,1401474,"ANAKAPALLI","GEN","SEEMANDHRA",8,81.92,45.34,"no",502761,43.79,2.17,"GEAP302","State-based Party",8615,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,5,2014,4,0,4,3,"VIJAYA LAKSHMI THOTA","F","INC",17770,"GEN",1148072,1401474,"ANAKAPALLI","GEN","SEEMANDHRA",8,81.92,1.55,"yes",2936,0.26,2.17,"GEAP303","National Party",3482,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,5,2014,4,0,4,4,"KARANAM TIRUPATHI RAO","M","BSP",14834,"GEN",1148072,1401474,"ANAKAPALLI","GEN","SEEMANDHRA",8,81.92,1.29,"yes",6230,0.54,2.17,"GEAP305","State-based Party",16651,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,5,2014,4,0,4,5,"None of the Above","NOTA","NOTA",8604,"NULL",1148072,1401474,"ANAKAPALLI","GEN","SEEMANDHRA",8,81.92,0.75,"yes",2343,0.2,2.17,"","NOTA",5897,0,TRUE,6,"NOTA",5897,,,TRUE,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,5,2014,4,0,4,6,"KONDARAJU JAMPANA","M","JaSPa",6261,"GEN",1148072,1401474,"ANAKAPALLI","GEN","SEEMANDHRA",8,81.92,0.55,"yes",755,0.07,2.17,"GEAP312","Local Party",16138,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,5,2014,4,0,4,7,"VADLAMURI KRISHNA SWAROOP","M","DABAP",5506,"SC",1148072,1401474,"ANAKAPALLI","GEN","SEEMANDHRA",8,81.92,0.48,"yes",2278,0.2,2.17,"GEAP307","Local Party",2895,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,5,2014,4,0,4,8,"APPALARAJU SADARAM","M","IND",3228,"GEN",1148072,1401474,"ANAKAPALLI","GEN","SEEMANDHRA",8,81.92,0.28,"yes",353,0.03,2.17,"GEAP76667","Independents",10809,0,TRUE,2,"BSP",16651,,,FALSE,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,5,2014,4,0,4,9,"SARISA LEELA PRASANNA KUMARI","F","PPOI",2875,"GEN",1148072,1401474,"ANAKAPALLI","GEN","SEEMANDHRA",8,81.92,0.25,"yes",0,0,2.17,"GEAP310","Local Party",6298,0,TRUE,1,"",,,,,0,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,6,2014,4,0,4,1,"THOTA NARASIMHAM","M","TDP",514402,"GEN",1099999,1418290,"KAKINADA","GEN","SEEMANDHRA",22,77.56,46.76,"no",3431,0.31,2.27,"GEAP338","State-based Party",8300,0,TRUE,1,"",,,,,1,FALSE,FALSE,FALSE
"Andhra_Pradesh",16,6,2014,4,0,4,2,"CHALAMALASETTY SUNIL","M","YSRCP",510971,"GEN",1099999,1418290,"KAKINADA","GEN","SEEMANDHRA",22,77.56,46.45,"no",491217,44.66,2.27,"GEAP334","State-based Party",8615,0,TRUE,2,"PRAP",6132,,,FALSE,0,TRUE,FALSE,TRUE
"Andhra_Pradesh",16,6,2014,4,0,4,3,"MALLIPUDI MANGAPATI PALLAM RAJU","M","INC",19754,"GEN",1099999,1418290,"KAKINADA","GEN","SEEMANDHRA",22,77.56,1.8,"yes",12918,1.17,2.27,"GEAP35986","National Party",3482,0,TRUE,6,"INC",3482,,,TRUE,3,FALSE,TRUE,TRUE
